Game_ID,GAME_DATE,MATCHUP,WL,PTS,player_name,home_away_flag,opponent,game_date_parsed,rolling_pts_5,rolling_min_5,rolling_fga_5,rolling_fg_pct_5,days_since_last_game,back_to_back_flag
22200033,"OCT 22, 2022",MIL vs. HOU,W,0,AJ Green,1,HOU,2022-10-22,,,,,,0
22200216,"NOV 16, 2022",MIL vs. CLE,W,3,AJ Green,1,CLE,2022-11-16,0.0,2.0,0.0,0.0,25.0,0
22200251,"NOV 21, 2022",MIL vs. POR,W,0,AJ Green,1,POR,2022-11-21,1.5,8.5,2.0,0.125,5.0,0
22200280,"NOV 25, 2022",MIL vs. CLE,W,0,AJ Green,1,CLE,2022-11-25,1.0,6.0,1.3333333333333333,0.0833333333333333,4.0,0
22200298,"NOV 27, 2022",MIL vs. DAL,W,0,AJ Green,1,DAL,2022-11-27,0.75,5.25,1.0,0.0625,2.0,0
22200316,"NOV 30, 2022",MIL @ NYK,W,0,AJ Green,0,NYK,2022-11-30,0.6,4.6,1.0,0.05,3.0,0
22200339,"DEC 03, 2022",MIL @ CHA,W,8,AJ Green,0,CHA,2022-12-03,0.6,4.2,1.0,0.05,3.0,0
22200353,"DEC 05, 2022",MIL @ ORL,W,12,AJ Green,0,ORL,2022-12-05,1.6,4.0,0.8,0.1334,2.0,0
22200369,"DEC 07, 2022",MIL vs. SAC,W,0,AJ Green,1,SAC,2022-12-07,4.0,5.8,2.0,0.2668,2.0,0
22200410,"DEC 13, 2022",MIL vs. GSW,W,2,AJ Green,1,GSW,2022-12-13,4.0,5.4,2.0,0.2668,6.0,0
22200425,"DEC 15, 2022",MIL @ MEM,L,10,AJ Green,0,MEM,2022-12-15,4.4,5.6,2.2,0.3668,2.0,0
22200442,"DEC 17, 2022",MIL vs. UTA,W,3,AJ Green,1,UTA,2022-12-17,6.4,8.4,3.4,0.5002000000000001,2.0,0
22200533,"DEC 30, 2022",MIL vs. MIN,W,7,AJ Green,1,MIN,2022-12-30,5.4,6.4,3.2,0.4668,13.0,0
22200548,"JAN 01, 2023",MIL vs. WAS,L,10,AJ Green,1,WAS,2023-01-01,4.4,8.8,3.2,0.4,2.0,0
22200561,"JAN 03, 2023",MIL vs. WAS,W,0,AJ Green,1,WAS,2023-01-03,6.4,12.4,4.6,0.5142,2.0,0
22200569,"JAN 04, 2023",MIL @ TOR,W,5,AJ Green,0,TOR,2023-01-04,6.0,13.6,4.8,0.4141999999999999,1.0,1
22200583,"JAN 06, 2023",MIL vs. CHA,L,13,AJ Green,1,CHA,2023-01-06,5.0,13.4,4.4,0.3807999999999999,2.0,0
22200620,"JAN 11, 2023",MIL @ ATL,W,3,AJ Green,0,ATL,2023-01-11,7.0,16.2,5.6,0.4058,5.0,0
22200628,"JAN 12, 2023",MIL @ MIA,L,15,AJ Green,0,MIA,2023-01-12,6.2,13.0,5.0,0.4058,1.0,1
22200641,"JAN 14, 2023",MIL @ MIA,L,9,AJ Green,0,MIA,2023-01-14,7.2,13.0,5.6,0.3916,2.0,0
22200657,"JAN 16, 2023",MIL vs. IND,W,6,AJ Green,1,IND,2023-01-16,9.0,14.6,6.4,0.4774,2.0,0
22200665,"JAN 17, 2023",MIL vs. TOR,W,0,AJ Green,1,TOR,2023-01-17,9.2,14.4,7.0,0.4346,1.0,1
22200695,"JAN 21, 2023",MIL @ CLE,L,0,AJ Green,0,CLE,2023-01-21,6.6,12.0,5.4,0.3096,4.0,0
22200706,"JAN 23, 2023",MIL @ DET,W,0,AJ Green,0,DET,2023-01-23,6.0,11.6,5.2,0.2429999999999999,2.0,0
22200845,"FEB 10, 2023",MIL @ LAC,W,0,AJ Green,0,LAC,2023-02-10,3.0,8.8,3.8,0.143,18.0,0
22200883,"FEB 16, 2023",MIL @ CHI,W,15,AJ Green,0,CHI,2023-02-16,1.2,5.8,2.4,0.0571999999999999,6.0,0
22200897,"FEB 24, 2023",MIL vs. MIA,W,6,AJ Green,1,MIA,2023-02-24,3.0,8.0,2.6,0.125,8.0,0
22200924,"FEB 28, 2023",MIL @ BKN,W,0,AJ Green,0,BKN,2023-02-28,4.2,10.6,3.8,0.1916,4.0,0
22200939,"MAR 01, 2023",MIL vs. ORL,W,12,AJ Green,1,ORL,2023-03-01,4.2,10.4,3.6,0.1916,1.0,1
22200973,"MAR 05, 2023",MIL @ WAS,W,0,AJ Green,0,WAS,2023-03-05,6.6,12.8,4.4,0.3057999999999999,4.0,0
22201033,"MAR 14, 2023",MIL @ PHX,W,0,AJ Green,0,PHX,2023-03-14,6.6,13.6,4.8,0.3057999999999999,9.0,0
22201045,"MAR 16, 2023",MIL vs. IND,L,0,AJ Green,1,IND,2023-03-16,3.6,10.0,3.2,0.1808,2.0,0
22201136,"MAR 29, 2023",MIL @ IND,W,9,AJ Green,0,IND,2023-03-29,2.4,7.8,2.2,0.1142,13.0,0
22201193,"APR 05, 2023",MIL vs. CHI,W,0,AJ Green,1,CHI,2023-04-05,4.2,10.8,3.4,0.2,7.0,0
22201208,"APR 07, 2023",MIL vs. MEM,L,6,AJ Green,1,MEM,2023-04-07,1.8,9.4,2.6,0.0858,2.0,0
22300097,"OCT 29, 2023",MIL vs. ATL,L,7,AJ Green,1,ATL,2023-10-29,3.0,11.2,3.4,0.1524,205.0,0
22300107,"OCT 30, 2023",MIL vs. MIA,W,0,AJ Green,1,MIA,2023-10-30,4.4,11.4,3.8,0.3524,1.0,1
22300116,"NOV 01, 2023",MIL @ TOR,L,2,AJ Green,0,TOR,2023-11-01,4.4,12.8,4.4,0.3524,2.0,0
22300173,"NOV 11, 2023",MIL @ ORL,L,3,AJ Green,0,ORL,2023-11-11,3.0,10.4,3.2,0.4666,10.0,0
22300195,"NOV 15, 2023",MIL @ TOR,W,0,AJ Green,0,TOR,2023-11-15,3.6,10.2,3.2,0.5332,4.0,0
22300027,"NOV 17, 2023",MIL @ CHA,W,6,AJ Green,0,CHA,2023-11-17,2.4,8.6,2.2,0.4666,2.0,0
22300205,"NOV 18, 2023",MIL vs. DAL,W,8,AJ Green,1,DAL,2023-11-18,2.2,8.0,2.4,0.4,1.0,1
22300219,"NOV 20, 2023",MIL @ WAS,W,2,AJ Green,0,WAS,2023-11-20,3.8,7.2,2.6,0.52,2.0,0
22300049,"NOV 24, 2023",MIL vs. WAS,W,3,AJ Green,1,WAS,2023-11-24,3.8,9.0,3.2,0.37,4.0,0
22300245,"NOV 26, 2023",MIL vs. POR,W,0,AJ Green,1,POR,2023-11-26,3.8,8.0,3.4,0.3534,2.0,0
22300056,"NOV 28, 2023",MIL @ MIA,W,0,AJ Green,0,MIA,2023-11-28,3.8,7.4,3.6,0.3534,2.0,0
22300286,"DEC 02, 2023",MIL vs. ATL,W,0,AJ Green,1,ATL,2023-12-02,2.6,7.2,3.2,0.22,4.0,0
22301201,"DEC 05, 2023",MIL vs. NYK,W,9,AJ Green,1,NYK,2023-12-05,1.0,6.8,2.2,0.1,3.0,0
22301229,"DEC 07, 2023",MIL vs. IND,L,0,AJ Green,1,IND,2023-12-07,2.4,6.8,2.2,0.2,2.0,0
22300300,"DEC 11, 2023",MIL vs. CHI,W,12,AJ Green,1,CHI,2023-12-11,1.8,6.8,1.6,0.15,4.0,0
22300315,"DEC 13, 2023",MIL vs. IND,W,0,AJ Green,1,IND,2023-12-13,4.2,8.8,2.4,0.2834,2.0,0
22300334,"DEC 16, 2023",MIL vs. DET,W,9,AJ Green,1,DET,2023-12-16,4.2,8.6,2.2,0.2834,3.0,0
22300346,"DEC 17, 2023",MIL vs. HOU,W,0,AJ Green,1,HOU,2023-12-17,6.0,10.8,3.4,0.3834,1.0,1
22300361,"DEC 19, 2023",MIL vs. SAS,W,0,AJ Green,1,SAS,2023-12-19,4.2,7.8,2.6,0.2334,2.0,0
22300388,"DEC 23, 2023",MIL @ NYK,W,0,AJ Green,0,NYK,2023-12-23,4.2,7.4,2.6,0.2334,4.0,0
22300417,"DEC 27, 2023",MIL @ BKN,W,3,AJ Green,0,BKN,2023-12-27,1.8,4.6,1.4,0.1,4.0,0
22300496,"JAN 06, 2024",MIL @ HOU,L,0,AJ Green,0,HOU,2024-01-06,2.4,5.2,1.8,0.2,10.0,0
22300510,"JAN 08, 2024",MIL vs. UTA,L,8,AJ Green,1,UTA,2024-01-08,0.6,1.8,0.6,0.1,2.0,0
22300528,"JAN 11, 2024",MIL vs. BOS,W,9,AJ Green,1,BOS,2024-01-11,2.2,4.0,1.4,0.25,3.0,0
22300552,"JAN 14, 2024",MIL vs. SAC,W,5,AJ Green,1,SAC,2024-01-14,4.0,5.4,2.4,0.35,3.0,0
22300572,"JAN 17, 2024",MIL @ CLE,L,3,AJ Green,0,CLE,2024-01-17,5.0,9.0,3.4,0.39,3.0,0
22300624,"JAN 24, 2024",MIL vs. CLE,W,0,AJ Green,1,CLE,2024-01-24,5.0,10.8,4.0,0.3299999999999999,7.0,0
22300648,"JAN 27, 2024",MIL vs. NOP,W,3,AJ Green,1,NOP,2024-01-27,5.0,10.4,4.0,0.3299999999999999,3.0,0
22300702,"FEB 03, 2024",MIL @ DAL,W,5,AJ Green,0,DAL,2024-02-03,4.0,9.0,3.8,0.2466,7.0,0
22300711,"FEB 04, 2024",MIL @ UTA,L,10,AJ Green,0,UTA,2024-02-04,3.2,8.4,3.0,0.3466,1.0,1
22300725,"FEB 06, 2024",MIL @ PHX,L,0,AJ Green,0,PHX,2024-02-06,4.2,9.2,3.2,0.4066000000000001,2.0,0
22300738,"FEB 08, 2024",MIL vs. MIN,L,27,AJ Green,1,MIN,2024-02-08,3.6,9.2,3.0,0.3666,2.0,0
22300745,"FEB 09, 2024",MIL vs. CHA,W,3,AJ Green,1,CHA,2024-02-09,9.0,13.4,5.2,0.5302,1.0,1
22300767,"FEB 12, 2024",MIL vs. DEN,W,9,AJ Green,1,DEN,2024-02-12,9.0,16.2,6.4,0.4857999999999999,3.0,0
22300773,"FEB 13, 2024",MIL vs. MIA,L,4,AJ Green,1,MIA,2024-02-13,9.8,18.0,7.0,0.4058,1.0,1
22300790,"FEB 15, 2024",MIL @ MEM,L,6,AJ Green,0,MEM,2024-02-15,8.6,16.6,7.2,0.3344,2.0,0
22300817,"FEB 25, 2024",MIL @ PHI,W,3,AJ Green,0,PHI,2024-02-25,9.8,16.8,7.2,0.4343999999999999,10.0,0
22300840,"FEB 27, 2024",MIL vs. CHA,W,8,AJ Green,1,CHA,2024-02-27,5.0,13.2,5.2,0.4708,2.0,0
22300849,"FEB 29, 2024",MIL @ CHA,W,0,AJ Green,0,CHA,2024-02-29,6.0,12.2,4.4,0.5686,2.0,0
22300864,"MAR 01, 2024",MIL @ CHI,W,7,AJ Green,0,CHI,2024-03-01,4.2,10.2,3.6,0.4486,1.0,1
22300880,"MAR 04, 2024",MIL vs. LAC,W,6,AJ Green,1,LAC,2024-03-04,4.8,9.0,2.8,0.5534000000000001,3.0,0
22300899,"MAR 06, 2024",MIL @ GSW,L,2,AJ Green,0,GSW,2024-03-06,4.8,10.6,2.8,0.5534000000000001,2.0,0
22300945,"MAR 12, 2024",MIL @ SAC,L,3,AJ Green,0,SAC,2024-03-12,4.6,12.4,3.8,0.3868,6.0,0
22300958,"MAR 14, 2024",MIL vs. PHI,W,14,AJ Green,1,PHI,2024-03-14,3.6,13.2,4.0,0.3002,2.0,0
22300976,"MAR 17, 2024",MIL vs. PHX,W,5,AJ Green,1,PHX,2024-03-17,6.4,17.8,5.4,0.4002,3.0,0
22300998,"MAR 20, 2024",MIL @ BOS,L,0,AJ Green,0,BOS,2024-03-20,6.0,19.0,5.0,0.4668,3.0,0
22301007,"MAR 21, 2024",MIL vs. BKN,W,15,AJ Green,1,BKN,2024-03-21,4.8,16.2,4.6,0.3668,1.0,1
22301045,"MAR 26, 2024",MIL vs. LAL,L,0,AJ Green,1,LAL,2024-03-26,7.4,16.4,4.8,0.4762,5.0,0
22301061,"MAR 28, 2024",MIL @ NOP,L,0,AJ Green,0,NOP,2024-03-28,6.8,15.4,4.0,0.4427999999999999,2.0,0
22301076,"MAR 30, 2024",MIL @ ATL,W,2,AJ Green,0,ATL,2024-03-30,4.0,10.2,2.6,0.3428,2.0,0
22301095,"APR 02, 2024",MIL @ WAS,L,6,AJ Green,0,WAS,2024-04-02,3.4,9.4,3.0,0.2093999999999999,3.0,0
22301107,"APR 03, 2024",MIL vs. MEM,L,9,AJ Green,1,MEM,2024-04-03,4.6,10.6,3.4,0.3094,1.0,1
22301122,"APR 05, 2024",MIL vs. TOR,L,6,AJ Green,1,TOR,2024-04-05,3.4,12.0,3.4,0.2524,2.0,0
22301139,"APR 07, 2024",MIL vs. NYK,L,2,AJ Green,1,NYK,2024-04-07,4.6,14.2,4.0,0.3324,2.0,0
22301148,"APR 09, 2024",MIL vs. BOS,W,6,AJ Green,1,BOS,2024-04-09,5.0,16.4,4.4,0.399,2.0,0
22301162,"APR 10, 2024",MIL vs. ORL,W,2,AJ Green,1,ORL,2024-04-10,5.8,18.0,4.4,0.4658,1.0,1
22400066,"OCT 23, 2024",MIL @ PHI,W,0,AJ Green,0,PHI,2024-10-23,5.0,18.4,4.2,0.3658,196.0,0
22400083,"OCT 25, 2024",MIL vs. CHI,L,9,AJ Green,1,CHI,2024-10-25,3.2,15.0,2.8,0.2799999999999999,2.0,0
22400098,"OCT 27, 2024",MIL @ BKN,L,5,AJ Green,0,BKN,2024-10-27,3.8,12.6,2.6,0.35,2.0,0
22400104,"OCT 28, 2024",MIL @ BOS,L,3,AJ Green,0,BOS,2024-10-28,4.4,12.6,2.8,0.3334,1.0,1
22400128,"OCT 31, 2024",MIL @ MEM,L,0,AJ Green,0,MEM,2024-10-31,3.8,9.4,2.6,0.3,3.0,0
22400154,"NOV 04, 2024",MIL @ CLE,L,21,AJ Green,0,CLE,2024-11-04,3.4,7.2,2.2,0.3,4.0,0
22400182,"NOV 07, 2024",MIL vs. UTA,W,12,AJ Green,1,UTA,2024-11-07,7.6,13.2,4.0,0.4556,3.0,0
22400189,"NOV 08, 2024",MIL @ NYK,L,9,AJ Green,0,NYK,2024-11-08,8.2,14.6,4.4,0.439,1.0,1
22400202,"NOV 10, 2024",MIL vs. BOS,L,12,AJ Green,1,BOS,2024-11-10,9.0,17.0,4.8,0.489,2.0,0
22400005,"NOV 12, 2024",MIL vs. TOR,W,12,AJ Green,1,TOR,2024-11-12,10.8,21.8,5.6,0.5224,2.0,0
22400223,"NOV 13, 2024",MIL vs. DET,W,3,AJ Green,1,DET,2024-11-13,13.2,26.8,8.2,0.5796,1.0,1
22400229,"NOV 16, 2024",MIL @ CHA,L,2,AJ Green,0,CHA,2024-11-16,9.6,24.2,7.4,0.4640000000000001,3.0,0
22400248,"NOV 18, 2024",MIL vs. HOU,W,5,AJ Green,1,HOU,2024-11-18,7.6,23.2,6.6,0.4306,2.0,0
22400253,"NOV 20, 2024",MIL vs. CHI,W,18,AJ Green,1,CHI,2024-11-20,6.8,24.0,6.6,0.3972,2.0,0
22400029,"NOV 22, 2024",MIL vs. IND,W,5,AJ Green,1,IND,2024-11-22,8.0,24.0,7.2,0.3972,2.0,0
22400268,"NOV 23, 2024",MIL vs. CHA,W,9,AJ Green,1,CHA,2024-11-23,6.6,22.6,5.8,0.3972,1.0,1
22400036,"NOV 26, 2024",MIL @ MIA,W,9,AJ Green,0,MIA,2024-11-26,7.8,23.4,5.6,0.5072,3.0,0
22400302,"NOV 30, 2024",MIL vs. WAS,W,13,AJ Green,1,WAS,2024-11-30,9.2,26.4,6.6,0.493,4.0,0
22400052,"DEC 03, 2024",MIL @ DET,W,11,AJ Green,0,DET,2024-12-03,10.8,25.8,7.0,0.5264,3.0,0
22400323,"DEC 04, 2024",MIL vs. ATL,L,6,AJ Green,1,ATL,2024-12-04,9.4,24.8,6.0,0.593,1.0,1
22400335,"DEC 06, 2024",MIL @ BOS,L,6,AJ Green,0,BOS,2024-12-06,9.6,25.6,6.8,0.5722,2.0,0
22400348,"DEC 08, 2024",MIL @ BKN,W,6,AJ Green,0,BKN,2024-12-08,9.0,25.2,6.8,0.5222,2.0,0
22401201,"DEC 10, 2024",MIL vs. ORL,W,9,AJ Green,1,ORL,2024-12-10,8.4,24.0,5.8,0.6364000000000001,2.0,0
22401229,"DEC 14, 2024",MIL vs. ATL,W,9,AJ Green,1,ATL,2024-12-14,7.6,25.4,6.0,0.603,4.0,0
22400374,"DEC 20, 2024",MIL @ CLE,L,0,AJ Green,0,CLE,2024-12-20,7.2,24.8,6.4,0.5029999999999999,6.0,0
22400382,"DEC 21, 2024",MIL vs. WAS,W,6,AJ Green,1,WAS,2024-12-21,6.0,22.8,5.0,0.4665999999999999,1.0,1
22400398,"DEC 23, 2024",MIL @ CHI,W,10,AJ Green,0,CHI,2024-12-23,6.0,24.4,5.6,0.4237999999999999,2.0,0
22400415,"DEC 26, 2024",MIL vs. BKN,L,8,AJ Green,1,BKN,2024-12-26,6.8,25.0,6.8,0.2988,3.0,0
22400430,"DEC 28, 2024",MIL @ CHI,L,5,AJ Green,0,CHI,2024-12-28,6.6,24.2,6.6,0.3072,2.0,0
22400450,"DEC 31, 2024",MIL @ IND,W,9,AJ Green,0,IND,2024-12-31,5.8,25.2,6.2,0.3072,3.0,0
22400483,"JAN 04, 2025",MIL vs. POR,L,21,AJ Green,1,POR,2025-01-04,7.6,25.0,6.6,0.4072,4.0,0
22400497,"JAN 06, 2025",MIL @ TOR,W,5,AJ Green,0,TOR,2025-01-06,10.6,24.8,7.8,0.4576,2.0,0
22400516,"JAN 08, 2025",MIL vs. SAS,W,14,AJ Green,1,SAS,2025-01-08,9.6,22.4,6.8,0.516,2.0,0
22400526,"JAN 10, 2025",MIL @ ORL,W,0,AJ Green,0,ORL,2025-01-10,10.8,21.6,7.0,0.5522,2.0,0
22400539,"JAN 12, 2025",MIL @ NYK,L,6,AJ Green,0,NYK,2025-01-12,9.8,20.6,6.8,0.4522,2.0,0
22400558,"JAN 14, 2025",MIL vs. SAC,W,16,AJ Green,1,SAC,2025-01-14,9.2,22.4,6.6,0.4322,2.0,0
22400564,"JAN 15, 2025",MIL vs. ORL,W,2,AJ Green,1,ORL,2025-01-15,8.2,22.4,6.6,0.4016,1.0,1
22400580,"JAN 17, 2025",MIL vs. TOR,W,6,AJ Green,1,TOR,2025-01-17,7.6,23.2,6.6,0.2682,2.0,0
22400684,"JAN 31, 2025",MIL @ SAS,L,0,AJ Green,0,SAS,2025-01-31,6.0,22.0,5.6,0.257,14.0,0
22400699,"FEB 02, 2025",MIL vs. MEM,L,14,AJ Green,1,MEM,2025-02-02,6.0,21.8,5.6,0.257,2.0,0
22400705,"FEB 03, 2025",MIL @ OKC,L,2,AJ Green,0,OKC,2025-02-03,7.6,22.4,6.2,0.302,1.0,1
22400717,"FEB 05, 2025",MIL @ CHA,W,8,AJ Green,0,CHA,2025-02-05,4.8,20.6,4.4,0.275,2.0,0
22400736,"FEB 07, 2025",MIL @ ATL,L,2,AJ Green,0,ATL,2025-02-07,6.0,22.8,5.2,0.3608,2.0,0
22400754,"FEB 09, 2025",MIL vs. PHI,W,11,AJ Green,1,PHI,2025-02-09,5.2,23.2,5.4,0.3008,2.0,0
22200004,"OCT 19, 2022",IND vs. WAS,L,3,Aaron Nesmith,1,WAS,2022-10-19,,,,,,0
22200018,"OCT 21, 2022",IND vs. SAS,L,9,Aaron Nesmith,1,SAS,2022-10-21,3.0,23.0,8.0,0.125,2.0,0
22200029,"OCT 22, 2022",IND vs. DET,W,7,Aaron Nesmith,1,DET,2022-10-22,6.0,22.0,8.5,0.2845,1.0,1
22200044,"OCT 24, 2022",IND @ PHI,L,9,Aaron Nesmith,0,PHI,2022-10-24,6.333333333333333,22.333333333333332,7.333333333333333,0.323,2.0,0
22200061,"OCT 26, 2022",IND @ CHI,L,9,Aaron Nesmith,0,CHI,2022-10-26,7.0,21.0,7.75,0.35325,2.0,0
22200074,"OCT 28, 2022",IND @ WAS,W,15,Aaron Nesmith,0,WAS,2022-10-28,7.4,20.4,7.4,0.416,2.0,0
22200160,"NOV 09, 2022",IND vs. DEN,L,0,Aaron Nesmith,1,DEN,2022-11-09,9.8,21.8,7.0,0.5244,12.0,0
22200187,"NOV 12, 2022",IND vs. TOR,W,10,Aaron Nesmith,1,TOR,2022-11-12,8.0,22.0,6.2,0.4356,3.0,0
22200211,"NOV 16, 2022",IND @ CHA,W,0,Aaron Nesmith,0,CHA,2022-11-16,8.6,20.4,6.2,0.4756,4.0,0
22200228,"NOV 18, 2022",IND @ HOU,W,0,Aaron Nesmith,0,HOU,2022-11-18,6.8,20.6,5.2,0.3868,2.0,0
22200236,"NOV 19, 2022",IND vs. ORL,W,19,Aaron Nesmith,1,ORL,2022-11-19,5.0,18.8,4.2,0.2533999999999999,1.0,1
22200249,"NOV 21, 2022",IND vs. ORL,W,9,Aaron Nesmith,1,ORL,2022-11-21,5.8,17.8,5.0,0.22,2.0,0
22200262,"NOV 23, 2022",IND vs. MIN,L,3,Aaron Nesmith,1,MIN,2022-11-23,7.6,19.6,5.4,0.3057999999999999,2.0,0
22200276,"NOV 25, 2022",IND vs. BKN,W,10,Aaron Nesmith,1,BKN,2022-11-25,6.2,21.8,6.2,0.208,2.0,0
22200292,"NOV 27, 2022",IND @ LAC,L,2,Aaron Nesmith,0,LAC,2022-11-27,8.2,23.4,6.8,0.2937999999999999,2.0,0
22200308,"NOV 28, 2022",IND @ LAL,W,16,Aaron Nesmith,0,LAL,2022-11-28,8.6,26.2,8.0,0.3223999999999999,1.0,1
22200323,"NOV 30, 2022",IND @ SAC,L,8,Aaron Nesmith,0,SAC,2022-11-30,8.0,25.8,8.0,0.3224,2.0,0
22200335,"DEC 02, 2022",IND @ UTA,L,8,Aaron Nesmith,0,UTA,2022-12-02,7.8,24.4,8.6,0.2966,2.0,0
22200351,"DEC 04, 2022",IND @ POR,L,10,Aaron Nesmith,0,POR,2022-12-04,8.8,22.8,8.4,0.3494,2.0,0
22200359,"DEC 05, 2022",IND @ GSW,W,5,Aaron Nesmith,0,GSW,2022-12-05,8.8,22.4,8.6,0.3386,1.0,1
22200370,"DEC 07, 2022",IND @ MIN,L,9,Aaron Nesmith,0,MIN,2022-12-07,9.4,20.8,7.8,0.4434,2.0,0
22200378,"DEC 09, 2022",IND vs. WAS,W,9,Aaron Nesmith,1,WAS,2022-12-09,8.0,22.8,7.4,0.4184,2.0,0
22200388,"DEC 10, 2022",IND vs. BKN,L,12,Aaron Nesmith,1,BKN,2022-12-10,8.2,20.6,6.6,0.4584,1.0,1
22200402,"DEC 12, 2022",IND vs. MIA,L,12,Aaron Nesmith,1,MIA,2022-12-12,9.0,20.0,5.8,0.5833999999999999,2.0,0
22200415,"DEC 14, 2022",IND vs. GSW,W,6,Aaron Nesmith,1,GSW,2022-12-14,9.4,21.2,6.6,0.5918,2.0,0
22200431,"DEC 16, 2022",IND @ CLE,L,14,Aaron Nesmith,0,CLE,2022-12-16,9.6,22.2,7.4,0.5156,2.0,0
22200446,"DEC 18, 2022",IND vs. NYK,L,23,Aaron Nesmith,1,NYK,2022-12-18,10.6,21.4,7.4,0.5906,2.0,0
22200469,"DEC 21, 2022",IND @ BOS,W,15,Aaron Nesmith,0,BOS,2022-12-21,13.4,25.0,8.6,0.6406000000000001,3.0,0
22200502,"DEC 26, 2022",IND @ NOP,L,10,Aaron Nesmith,0,NOP,2022-12-26,14.0,27.6,10.4,0.533,5.0,0
22200508,"DEC 27, 2022",IND vs. ATL,W,3,Aaron Nesmith,1,ATL,2022-12-27,13.6,26.0,10.4,0.533,1.0,1
22200524,"DEC 29, 2022",IND vs. CLE,W,22,Aaron Nesmith,1,CLE,2022-12-29,13.0,25.8,10.2,0.4758,2.0,0
22200538,"DEC 31, 2022",IND vs. LAC,W,16,Aaron Nesmith,1,LAC,2022-12-31,14.6,25.6,10.6,0.4657999999999999,2.0,0
22200553,"JAN 02, 2023",IND vs. TOR,W,10,Aaron Nesmith,1,TOR,2023-01-02,13.2,26.2,10.0,0.4492,2.0,0
22200567,"JAN 04, 2023",IND @ PHI,L,11,Aaron Nesmith,0,PHI,2023-01-04,12.2,26.6,9.8,0.4067999999999999,2.0,0
22200580,"JAN 06, 2023",IND vs. POR,W,10,Aaron Nesmith,1,POR,2023-01-06,12.4,26.6,9.0,0.3984,2.0,0
22200598,"JAN 08, 2023",IND vs. CHA,W,15,Aaron Nesmith,1,CHA,2023-01-08,13.8,28.0,8.8,0.5184,2.0,0
22200643,"JAN 14, 2023",IND vs. MEM,L,6,Aaron Nesmith,1,MEM,2023-01-14,12.4,28.6,8.2,0.5212,6.0,0
22200657,"JAN 16, 2023",IND @ MIL,L,7,Aaron Nesmith,0,MIL,2023-01-16,10.4,26.8,9.0,0.4185999999999999,2.0,0
22200674,"JAN 18, 2023",IND @ OKC,L,9,Aaron Nesmith,0,OKC,2023-01-18,9.8,25.6,8.2,0.4436,2.0,0
22200688,"JAN 20, 2023",IND @ DEN,L,13,Aaron Nesmith,0,DEN,2023-01-20,9.4,24.8,8.2,0.4436,2.0,0
22200697,"JAN 21, 2023",IND @ PHX,L,6,Aaron Nesmith,0,PHX,2023-01-21,10.0,24.4,9.0,0.4124,1.0,1
22200713,"JAN 24, 2023",IND vs. CHI,W,3,Aaron Nesmith,1,CHI,2023-01-24,8.2,24.0,9.6,0.3096,3.0,0
22200720,"JAN 25, 2023",IND @ ORL,L,0,Aaron Nesmith,0,ORL,2023-01-25,7.6,24.8,8.4,0.2788,1.0,1
22200736,"JAN 27, 2023",IND vs. MIL,L,10,Aaron Nesmith,1,MIL,2023-01-27,6.2,22.6,7.8,0.2038,2.0,0
22200753,"JAN 29, 2023",IND @ MEM,L,16,Aaron Nesmith,0,MEM,2023-01-29,6.4,24.4,7.4,0.2288,2.0,0
22200778,"FEB 02, 2023",IND vs. LAL,L,24,Aaron Nesmith,1,LAL,2023-02-02,7.0,26.0,7.2,0.24,4.0,0
22200786,"FEB 03, 2023",IND vs. SAC,W,17,Aaron Nesmith,1,SAC,2023-02-03,10.6,27.2,7.6,0.35,1.0,1
22200803,"FEB 05, 2023",IND vs. CLE,L,6,Aaron Nesmith,1,CLE,2023-02-05,13.4,28.0,8.8,0.4423999999999999,2.0,0
22200825,"FEB 08, 2023",IND @ MIA,L,7,Aaron Nesmith,0,MIA,2023-02-08,14.6,31.0,9.8,0.5024,3.0,0
22200836,"FEB 10, 2023",IND vs. PHX,L,5,Aaron Nesmith,1,PHX,2023-02-10,14.0,31.6,10.4,0.469,2.0,0
22200849,"FEB 11, 2023",IND @ WAS,L,3,Aaron Nesmith,0,WAS,2023-02-11,11.8,30.0,9.8,0.409,1.0,1
22200859,"FEB 13, 2023",IND vs. UTA,L,19,Aaron Nesmith,1,UTA,2023-02-13,7.6,28.2,8.6,0.259,2.0,0
22200874,"FEB 15, 2023",IND vs. CHI,W,21,Aaron Nesmith,1,CHI,2023-02-15,8.0,27.6,7.8,0.3222,2.0,0
22200887,"FEB 23, 2023",IND vs. BOS,L,9,Aaron Nesmith,1,BOS,2023-02-23,11.0,28.8,8.2,0.3787999999999999,8.0,0
22200905,"FEB 25, 2023",IND @ ORL,W,4,Aaron Nesmith,0,ORL,2023-02-25,11.4,29.6,7.8,0.398,2.0,0
22200929,"FEB 28, 2023",IND @ DAL,W,14,Aaron Nesmith,0,DAL,2023-02-28,11.2,28.8,8.2,0.4152,3.0,0
22200944,"MAR 02, 2023",IND @ SAS,L,0,Aaron Nesmith,0,SAS,2023-03-02,13.4,27.4,8.4,0.558,2.0,0
22200993,"MAR 09, 2023",IND vs. HOU,W,10,Aaron Nesmith,1,HOU,2023-03-09,9.6,24.6,7.4,0.4024,7.0,0
22201006,"MAR 11, 2023",IND @ DET,W,6,Aaron Nesmith,0,DET,2023-03-11,7.4,25.4,7.0,0.3658,2.0,0
